Employee_ID,Name,Age,Gender,Department,Experience_Years,Education_Level,Salary_USD,Bonus_%,Job_Role,Joining_Date,City,State,Country,Performance_Rating,Remote_Work,Overtime_Hours_Monthly,Projects_Handled,Attrition
E0619,N. Khan,22.0,Mlae,Sales,,PhD,3658.76,16.96,Manager,2020-08-09,Mumbai,Maharashtra,India,,,,22,Yes
E0434,Anjali Verma,,Male,Finance,11.6,Master,3663.82,14.96,Data Analyst,2017-12-01,Sydney,NSW,Australia,5.0,,31.0,17,Yes
E0428,Ravi Sharma,-5.0,Male,HR,-3.0,PhD,6416.22,14.78,Software Engineer,2015-05-17,Mumbai,Maharashtra,India,1.0,No,,19,No
E0535,Raj Verma,59.0,Male,Support,6.8,Bachelor,3401.62,7.59,Software Engineer,2022-12-08,London,England,UK,,No,16.0,22,No
E0351,Ravi Singh,53.0,Other,Marketing,6.9,PhD,5791.61,12.47,Manager,2016-05-19,Bangalore,Karnataka,India,5.0,Yes,,22,No
E0756,P. Reddy,-5.0,Female,Admin,,Master,115425.99,11.6,Manager,2018-05-23,London,England,UK,5.0,Yes,400.0,22,No
E0006,Jyoti Das,-5.0,,Admin,7.2,High School,2974.34,11.57,Manager,2008-05-14,Bangalore,Karnataka,India,1.0,,,9,Yes
E0311,Vivek Nair,,Male,Admin,,PhD,8762.31,2.76,Data Analyst,2014-08-28,London,England,UK,3.0,Yes,,25,No
E0573,Anjali Das,-5.0,Female,Support,100.0,High School,5381.0,13.55,Software Engineer,2010-06-10,New York,New York,USA,5.0,Yes,48.0,15,No
E0105,Rina Chopra,-5.0,Male,Finance,-3.0,PhD,6627.02,16.53,Data Analyst,2018-09-16,Delhi,Delhi,India,3.0,,400.0,26,No
E0098,Anjali Das,-5.0,Male,Support,7.5,Bachelor,3821.27,14.25,Software Engineer,2013-07-08,Delhi,Delhi,India,3.0,No,,24,Yes
E0662,Jyoti Sharma,,Male,Finance,14.3,Master,6906.25,12.57,Software Engineer,2020-11-19,San Francisco,California,USA,3.0,Yes,400.0,3,Yes
E0766,Sunil Gupta,-5.0,,HR,12.6,High School,5836.8,17.01,Software Engineer,2005-02-11,London,England,UK,,,37.0,3,Yes
E0315,Karan Patel,150.0,Female,Marketing,-3.0,Master,4801.65,19.23,Manager,2013-11-23,New York,New York,USA,1.0,,400.0,27,Yes
E0822,Priya Gupta,150.0,Male,IT,3.8,Bachelor,6738.31,14.44,Software Engineer,2022-04-06,Delhi,Delhi,India,1.0,No,,16,No
E0426,D. Nair,-5.0,Female,Marketing,10.7,Master,9638.66,11.97,HR Executive,2022-07-26,Bangalore,Karnataka,India,3.0,Yes,18.0,4,Yes
E0063,J. Das,150.0,Female,Marketing,,Master,4854.34,5.77,Sales Associate,2017-09-03,New York,New York,USA,3.0,,21.0,11,Yes
E0282,P. Gupta,34.0,Male,Sales,,PhD,5332.9,12.46,Sales Associate,2012-07-22,Bangalore,Karnataka,India,4.0,No,,28,No
E1005,Deepak Das,29.0,Male,Admin,100.0,Master,2205.76,7.08,HR Executive,2008-08-04,Mumbai,Maharashtra,India,5.0,Yes,30.0,15,No
E0267,Ravi Reddy,37.0,Female,Marketing,10.1,Master,,14.69,Manager,2005-10-25,San Francisco,California,USA,2.0,No,12.0,10,No
E1028,S. Singh,150.0,Male,IT,10.7,PhD,1065.86,4.41,HR Executive,2005-04-16,New York,New York,USA,,,,13,Yes
E0239,Raj Verma,-5.0,Female,Marketing,,Master,7206.6,10.57,Manager,2018-11-14,Mumbai,Maharashtra,India,3.0,,,18,Yes
E0430,Karan Das,,,Admin,,PhD,2793.27,0.76,Data Analyst,2022-07-04,Mumbai,Maharashtra,India,5.0,Yes,,10,No
E0146,Raj Nair,44.0,Female,Admin,-3.0,PhD,8257.23,3.1,Data Analyst,2014-12-23,Mumbai,Maharashtra,India,2.0,No,9.0,23,Yes
E1030,Deepak Reddy,65.0,Female,Admin,,Bachelor,1097.8,10.72,Sales Associate,2006-12-17,Sydney,NSW,Australia,5.0,,,15,No
E0637,Vikas Gupta,,Male,Finance,100.0,Master,5285.89,18.66,Data Analyst,2022-10-05,London,England,UK,5.0,,,11,Yes
E0622,Rina Gupta,,Female,Finance,,Master,7608.68,1.69,Sales Associate,2015-06-06,San Francisco,California,USA,4.0,,,4,No
E0119,Neha Das,150.0,Male,Marketing,-3.0,PhD,2994.94,9.91,Manager,2020-10-26,San Francisco,California,USA,4.0,No,400.0,12,Yes
E0675,Sneha Khan,150.0,Other,HR,,Master,2382.36,5.1,Data Analyst,2009-06-26,San Francisco,California,USA,2.0,,,8,Yes
E0514,Priya Gupta,25.0,Female,Marketing,-3.0,PhD,4944.97,18.86,Data Analyst,2014-11-10,Bangalore,Karnataka,India,1.0,No,,7,Yes
E0251,Pooja Reddy,150.0,Female,Marketing,-3.0,Master,2296.63,5.12,Data Analyst,2015-03-24,New York,New York,USA,3.0,No,400.0,15,No
E0949,Sunil Patel,150.0,Male,IT,11.1,PhD,,7.06,Sales Associate,2018-12-20,Bangalore,Karnataka,India,1.0,No,54.0,28,No
E0286,Sunil Das,-5.0,Male,Admin,7.1,Master,3335.29,12.36,Software Engineer,2013-05-06,New York,New York,USA,4.0,Yes,400.0,6,No
E0603,R. Verma,-5.0,Male,Admin,,Master,6017.45,2.09,Software Engineer,2012-04-10,San Francisco,California,USA,3.0,,30.0,22,No
E0010,Sunil Nair,30.0,Male,Sales,100.0,PhD,3798.72,8.54,Software Engineer,2006-07-24,Delhi,Delhi,India,1.0,Yes,12.0,18,No
E0458,Pooja Singh,19.0,Female,Support,,Master,2256.2,1.93,HR Executive,2012-06-09,Delhi,Delhi,India,,No,400.0,8,No
E0197,Vivek Reddy,-5.0,Female,HR,,PhD,3287.83,10.36,Sales Associate,2012-03-24,New York,New York,USA,5.0,No,40.0,10,No
E1038,Deepak Chopra,-5.0,Female,IT,8.6,Master,351862.44,3.95,HR Executive,2018-05-25,Delhi,Delhi,India,4.0,,,26,No
E0371,Raj Sharma,-5.0,Female,IT,9.0,Bachelor,5434.87,14.35,Sales Associate,2021-04-25,Sydney,NSW,Australia,1.0,Yes,,6,Yes
E0082,Anjali Gupta,150.0,Female,IT,14.3,Master,2599.41,8.33,HR Executive,2018-10-03,Bangalore,Karnataka,India,3.0,,400.0,15,No
E0390,Jyoti Verma,-5.0,Male,IT,-3.0,Bachelor,6189.51,14.27,Data Analyst,2015-09-08,Bangalore,Karnataka,India,1.0,Yes,400.0,30,Yes
E0528,Raj Chopra,60.0,Female,IT,100.0,Bachelor,2968.36,10.31,Data Analyst,2019-12-10,New York,New York,USA,5.0,No,,8,No
E0589,Sunil Das,150.0,Male,Marketing,100.0,Master,3313.51,20.85,Manager,2021-09-18,Sydney,NSW,Australia,4.0,No,400.0,10,No
E0747,Vivek Patel,31.0,Male,HR,100.0,High School,6372.64,10.53,Sales Associate,2014-09-22,New York,New York,USA,4.0,Yes,400.0,3,No
E0562,Anjali Verma,-5.0,Male,Marketing,11.6,Bachelor,2641.92,15.94,Manager,2023-10-20,Mumbai,Maharashtra,India,,,400.0,7,Yes
E0240,Sunil Reddy,-5.0,Mlae,Sales,,High School,4272.78,9.72,Sales Associate,2009-05-01,San Francisco,California,USA,2.0,Yes,400.0,1,No
E0414,Raj Khan,150.0,Male,Marketing,,Bachelor,4241.74,8.98,Manager,2017-07-06,New York,New York,USA,4.0,,,14,Yes
E0212,Pooja Das,60.0,Female,Sales,-3.0,High School,2975.79,1.73,Sales Associate,2006-03-13,Sydney,NSW,Australia,1.0,Yes,52.0,16,No
E0981,Jyoti Patel,150.0,Male,IT,,Bachelor,4067.01,13.2,Data Analyst,2020-09-16,San Francisco,California,USA,3.0,,27.0,11,Yes
E0847,Vikas Sharma,-5.0,Female,Sales,,Bachelor,5109.87,6.45,Manager,2019-09-10,Delhi,Delhi,India,4.0,Yes,,11,Yes
E0977,Jyoti Verma,56.0,Male,Finance,,Bachelor,6970.9,14.35,Software Engineer,2020-04-25,Delhi,Delhi,India,,No,31.0,14,No
E0228,Pooja Das,-5.0,Male,Support,-3.0,Master,3950.96,12.45,HR Executive,2011-02-06,London,England,UK,1.0,,,15,No
E1019,R. Chopra,150.0,Female,HR,18.7,High School,3286.46,7.22,Manager,2016-10-01,Mumbai,Maharashtra,India,4.0,Yes,56.0,2,No
E0676,Anjali Nair,38.0,Male,Finance,100.0,High School,8601.02,16.19,Manager,2007-08-13,San Francisco,California,USA,3.0,,400.0,28,Yes
E0487,S. Patel,45.0,Female,Marketing,-3.0,High School,6346.36,9.31,Sales Associate,2017-01-24,New York,New York,USA,4.0,,400.0,6,Yes
E0947,Sunil Patel,,Male,HR,,High School,4681.91,11.48,Data Analyst,2013-01-13,London,England,UK,5.0,Yes,400.0,5,No
E0178,Vivek Nair,18.0,Female,IT,,Bachelor,4867.84,3.94,Software Engineer,2013-11-08,London,England,UK,3.0,No,29.0,4,Yes
E1025,Neha Singh,37.0,Male,Sales,,Bachelor,8263.71,6.33,HR Executive,2013-10-24,Delhi,Delhi,India,2.0,No,,26,Yes
E0708,Sneha Khan,-5.0,Male,Support,,Master,4961.48,8.69,Sales Associate,2019-09-11,London,England,UK,5.0,Yes,16.0,13,No
E0136,Raj Khan,150.0,Female,Marketing,100.0,High School,2864.76,9.29,Sales Associate,2021-04-24,Sydney,NSW,Australia,,Yes,50.0,16,No
E0588,Neha Chopra,-5.0,Female,Sales,-3.0,PhD,5150.87,1.99,Software Engineer,2008-07-07,Bangalore,Karnataka,India,1.0,,18.0,28,Yes
E0450,Rina Chopra,150.0,Male,Sales,14.7,Master,2266.24,8.88,Sales Associate,2011-02-28,Delhi,Delhi,India,4.0,,,21,Yes
E0627,Raj Das,150.0,Male,Finance,100.0,Master,271060.79,14.82,Software Engineer,2020-04-22,New York,New York,USA,1.0,,,15,Yes
E1049,S. Reddy,150.0,Female,HR,,High School,5940.09,6.46,HR Executive,2019-01-07,Bangalore,Karnataka,India,1.0,No,59.0,15,Yes
E0008,Karan Verma,150.0,Male,Admin,,Bachelor,5135.06,2.88,Manager,2017-11-21,Sydney,NSW,Australia,5.0,No,7.0,8,Yes
E0437,Jyoti Sharma,150.0,Male,Admin,-3.0,Bachelor,5949.4,9.87,Data Analyst,2018-02-18,London,England,UK,4.0,,57.0,13,No
E0156,Amit Sharma,,Mlae,Sales,,PhD,6228.33,13.79,Sales Associate,2012-03-15,London,England,UK,1.0,No,400.0,9,Yes
E0707,Vikas Chopra,150.0,Female,Admin,-3.0,Master,4617.94,22.06,Sales Associate,2015-04-26,New York,New York,USA,5.0,Yes,,24,No
E0358,Priya Verma,,Male,Sales,,Master,5153.64,3.59,Manager,2013-06-22,London,England,UK,5.0,Yes,51.0,11,No
E0644,Anjali Sharma,-5.0,Mlae,IT,100.0,Bachelor,2540.9,12.48,Data Analyst,2009-10-11,Mumbai,Maharashtra,India,,,400.0,26,No
E0224,Neha Singh,,Male,Sales,100.0,PhD,7492.17,0.37,Data Analyst,2013-12-23,New York,New York,USA,2.0,Yes,25.0,4,Yes
E0330,Jyoti Singh,,Female,HR,-3.0,PhD,4558.07,10.13,Sales Associate,2010-01-21,Sydney,NSW,Australia,2.0,,31.0,22,No
E1027,Rina Reddy,64.0,Female,HR,,High School,4502.94,16.0,Software Engineer,2016-02-27,Bangalore,Karnataka,India,1.0,Yes,5.0,27,No
E0542,Neha Gupta,57.0,,IT,6.7,Master,8746.6,15.4,HR Executive,2014-08-23,Mumbai,Maharashtra,India,2.0,,,30,Yes
E0928,Sneha Chopra,,Male,Finance,6.8,PhD,2593.6,0.0,HR Executive,2010-11-01,Bangalore,Karnataka,India,,No,6.0,24,Yes
E0980,Karan Singh,47.0,Male,HR,,Bachelor,1721.03,8.04,Software Engineer,2015-04-16,Sydney,NSW,Australia,1.0,Yes,12.0,17,Yes
E0683,Anjali Sharma,,Male,Support,10.0,Master,4981.4,8.36,Data Analyst,2022-01-21,Delhi,Delhi,India,3.0,No,400.0,17,No
E0746,Rina Das,-5.0,Male,HR,100.0,PhD,402283.69,5.23,Software Engineer,2009-09-20,New York,New York,USA,1.0,No,7.0,9,No
E0877,Vivek Chopra,26.0,Female,HR,100.0,Master,4041.01,11.48,Manager,2007-11-24,Sydney,NSW,Australia,3.0,No,38.0,26,Yes
E0989,Karan Reddy,,Mlae,IT,100.0,Bachelor,4482.29,11.76,Software Engineer,2008-10-08,London,England,UK,1.0,Yes,,5,No
E0696,Priya Sharma,49.0,Female,Marketing,3.9,High School,3983.72,9.26,Software Engineer,2019-07-24,London,England,UK,5.0,No,400.0,10,No
E0424,Pooja Chopra,,Mlae,Sales,16.2,PhD,7182.62,13.05,Sales Associate,2023-12-17,San Francisco,California,USA,4.0,Yes,,18,No
E0880,Ravi Khan,,Male,IT,,Bachelor,2934.95,11.99,HR Executive,2010-09-06,London,England,UK,5.0,No,,29,No
E0951,Priya Verma,-5.0,Male,IT,,Bachelor,6666.67,4.48,Sales Associate,2017-04-07,Bangalore,Karnataka,India,1.0,,34.0,7,No
E0632,Priya Singh,-5.0,Male,Finance,100.0,PhD,4823.27,8.15,Manager,2010-04-18,London,England,UK,5.0,,,13,No
E1050,Deepak Sharma,150.0,Male,Sales,,Bachelor,4778.67,5.52,Software Engineer,2019-03-19,New York,New York,USA,4.0,No,,1,Yes
E0441,Amit Reddy,150.0,Male,Marketing,100.0,High School,6059.39,9.65,Data Analyst,2018-12-15,New York,New York,USA,3.0,No,400.0,9,No
E0702,Karan Singh,-5.0,Female,Finance,100.0,Bachelor,2621.18,18.21,HR Executive,2020-08-07,Mumbai,Maharashtra,India,4.0,,,18,Yes
E0846,Anjali Das,45.0,Female,Marketing,-3.0,Bachelor,6951.63,14.59,Sales Associate,2022-04-11,Sydney,NSW,Australia,3.0,Yes,400.0,19,No
E0800,Neha Reddy,-5.0,Male,Finance,5.0,Bachelor,5414.53,10.35,HR Executive,2019-10-02,Sydney,NSW,Australia,5.0,,17.0,14,No
E0164,Vikas Nair,-5.0,Female,Marketing,14.4,Bachelor,4984.05,17.4,HR Executive,2021-06-27,Delhi,Delhi,India,2.0,Yes,,17,No
E0229,Anjali Nair,150.0,Male,Marketing,3.9,Bachelor,6426.0,8.8,HR Executive,2005-04-03,London,England,UK,4.0,Yes,400.0,10,No
E0785,Priya Singh,,Female,Support,,PhD,2268.09,16.06,Sales Associate,2019-02-17,London,England,UK,5.0,No,400.0,21,Yes
E1002,Vikas Sharma,150.0,Male,IT,19.4,High School,489048.5,3.32,Software Engineer,2017-04-02,Delhi,Delhi,India,2.0,,400.0,23,Yes
E0213,Jyoti Singh,23.0,Female,Sales,100.0,High School,5146.64,3.55,HR Executive,2005-04-28,Mumbai,Maharashtra,India,5.0,No,12.0,26,Yes
E0914,Raj Gupta,,Male,Admin,,Bachelor,5829.73,500.0,Data Analyst,2012-06-25,Bangalore,Karnataka,India,1.0,No,400.0,4,No
E0080,Deepak Singh,25.0,Female,Sales,,High School,3676.43,14.26,Sales Associate,2014-12-16,New York,New York,USA,2.0,Yes,28.0,29,No
E0149,Amit Das,-5.0,Male,Finance,100.0,Master,6339.35,11.83,Sales Associate,2012-11-10,San Francisco,California,USA,5.0,No,3.0,9,No
E0303,Karan Patel,150.0,Female,Admin,-3.0,Master,6492.51,13.23,Manager,2006-02-12,Delhi,Delhi,India,4.0,,33.0,16,No
E0760,Vikas Sharma,-5.0,Female,Marketing,-3.0,High School,6332.63,12.31,Manager,2011-03-27,Bangalore,Karnataka,India,,Yes,46.0,7,Yes
E0994,J. Das,,Mlae,HR,-3.0,Master,5528.04,16.36,HR Executive,2013-01-12,New York,New York,USA,1.0,Yes,,18,Yes
E0606,Pooja Singh,41.0,Male,Admin,,Master,696.37,6.4,Sales Associate,2021-08-28,London,England,UK,1.0,Yes,400.0,24,No
E0717,Sneha Sharma,30.0,Male,IT,100.0,Bachelor,1713.62,9.12,Manager,2010-03-18,Delhi,Delhi,India,2.0,Yes,20.0,25,No
E0044,J. Nair,47.0,Female,Sales,-3.0,High School,1898.67,10.34,HR Executive,2007-06-28,Sydney,NSW,Australia,5.0,No,,23,No
E0968,Sunil Chopra,-5.0,Male,Sales,,PhD,,11.65,HR Executive,2014-11-22,Delhi,Delhi,India,5.0,No,,28,No
E0134,D. Nair,-5.0,Female,Admin,,Bachelor,1811.14,7.0,Software Engineer,2008-06-12,Bangalore,Karnataka,India,2.0,No,49.0,21,Yes
E0658,Sneha Khan,-5.0,Other,Marketing,,Master,6311.8,10.97,Software Engineer,2022-11-15,Delhi,Delhi,India,5.0,No,3.0,7,No
E0520,Vivek Verma,,Other,IT,100.0,High School,638830.17,8.64,Manager,2005-03-11,Mumbai,Maharashtra,India,4.0,No,,19,Yes
E0599,Sneha Gupta,43.0,Mlae,Marketing,11.1,Master,3496.06,8.4,Software Engineer,2006-08-19,London,England,UK,2.0,No,,6,Yes
E0312,Amit Das,,Male,Sales,-3.0,Bachelor,5880.03,7.49,Software Engineer,2014-10-10,Mumbai,Maharashtra,India,,No,14.0,26,Yes
E0409,Neha Sharma,150.0,Male,Admin,100.0,Master,379228.69,10.22,Sales Associate,2020-02-23,London,England,UK,5.0,Yes,16.0,20,No
E0569,Vikas Chopra,,Male,Support,12.0,Master,4517.48,13.36,Sales Associate,2007-10-15,Mumbai,Maharashtra,India,1.0,Yes,46.0,6,No
E0733,P. Verma,21.0,Male,Sales,-3.0,Bachelor,5038.3,6.79,Manager,2023-04-23,Delhi,Delhi,India,4.0,Yes,,22,No
E0571,Sneha Khan,150.0,,HR,,Master,4759.24,0.86,Sales Associate,2019-11-22,San Francisco,California,USA,1.0,,24.0,18,Yes
E0939,Amit Verma,40.0,Male,IT,-3.0,PhD,6628.3,12.41,Sales Associate,2017-04-11,Sydney,NSW,Australia,,,400.0,1,No
E0978,Deepak Reddy,-5.0,Female,Support,100.0,Master,3221.52,14.78,Manager,2009-12-28,Bangalore,Karnataka,India,4.0,Yes,400.0,16,No
E0899,Raj Nair,150.0,Male,Sales,,High School,7862.73,15.41,Software Engineer,2007-06-27,London,England,UK,,,0.0,7,No
E0001,Jyoti Sharma,150.0,Male,IT,12.5,PhD,377877.71,13.24,Sales Associate,2005-09-07,London,England,UK,,,26.0,15,No
E0423,Anjali Patel,150.0,Male,Marketing,,PhD,,6.32,Manager,2005-11-12,Mumbai,Maharashtra,India,,No,400.0,8,No
E0361,Sunil Sharma,-5.0,Male,Finance,8.3,Master,4301.48,8.39,Data Analyst,2009-09-14,Sydney,NSW,Australia,2.0,No,400.0,29,No
E0383,Sunil Sharma,,Mlae,Finance,-3.0,Bachelor,2119.9,17.97,Software Engineer,2020-07-26,Bangalore,Karnataka,India,,No,400.0,8,Yes
E0317,Priya Gupta,150.0,Female,Marketing,100.0,Bachelor,,8.79,Data Analyst,2009-12-05,Mumbai,Maharashtra,India,3.0,Yes,13.0,3,No
E0925,Deepak Sharma,,Female,Finance,9.1,High School,1902.76,7.54,HR Executive,2013-02-27,New York,New York,USA,4.0,,20.0,28,No
E0476,Sunil Khan,53.0,Male,IT,100.0,PhD,9112.41,4.48,HR Executive,2019-11-03,London,England,UK,4.0,,400.0,4,Yes
E0845,Karan Nair,-5.0,Female,Marketing,,Bachelor,3162.63,7.91,HR Executive,2006-05-02,Delhi,Delhi,India,2.0,,400.0,29,Yes
E0698,Vivek Nair,28.0,Male,HR,,High School,6244.41,4.31,HR Executive,2020-04-01,Delhi,Delhi,India,,,57.0,25,No
E0529,Pooja Reddy,-5.0,Other,Support,,Master,6386.21,10.88,Sales Associate,2012-05-24,New York,New York,USA,1.0,No,46.0,2,Yes
E0653,S. Gupta,150.0,Male,HR,-3.0,Master,11275.5,15.28,HR Executive,2009-05-17,Sydney,NSW,Australia,2.0,,400.0,22,No
E0476,Sunil Khan,53.0,Male,IT,100.0,PhD,9112.41,4.48,HR Executive,2019-11-03,London,England,UK,4.0,,400.0,4,Yes
E0141,Deepak Patel,50.0,Male,Admin,20.3,Bachelor,680854.53,8.76,Data Analyst,2006-09-26,Bangalore,Karnataka,India,,,26.0,11,Yes
E0173,Amit Sharma,150.0,Female,Finance,,High School,3044.89,10.5,HR Executive,2020-07-01,London,England,UK,2.0,,23.0,29,No
E0451,Neha Das,,Female,HR,4.1,Master,1396.04,12.71,Data Analyst,2015-01-06,Delhi,Delhi,India,1.0,,400.0,7,No
E0126,Sneha Singh,150.0,Female,Sales,-3.0,PhD,6744.64,10.92,Data Analyst,2022-03-16,Mumbai,Maharashtra,India,2.0,No,400.0,20,Yes
E0962,Pooja Verma,150.0,Female,Marketing,12.3,High School,-495.01,7.5,HR Executive,2018-04-28,Bangalore,Karnataka,India,5.0,Yes,,20,No
E0561,P. Gupta,,Female,IT,100.0,Bachelor,,5.48,Manager,2018-10-24,Bangalore,Karnataka,India,5.0,No,400.0,18,Yes
E0851,Vikas Nair,25.0,Male,Support,2.1,Bachelor,1240.15,19.35,HR Executive,2017-02-16,Sydney,NSW,Australia,4.0,,,5,No
E1047,Pooja Khan,150.0,Male,Support,-3.0,PhD,4464.72,14.23,Manager,2020-07-20,San Francisco,California,USA,4.0,Yes,27.0,2,No
E0091,Amit Chopra,,Male,Support,-3.0,High School,2128.28,15.82,HR Executive,2015-07-05,London,England,UK,2.0,No,,30,No
E0885,V. Gupta,,Male,Finance,12.6,PhD,7061.16,6.71,Manager,2019-05-17,Mumbai,Maharashtra,India,2.0,No,55.0,14,Yes
E0182,Deepak Khan,,Male,Admin,17.2,High School,56.71,6.02,HR Executive,2010-02-25,San Francisco,California,USA,2.0,No,17.0,17,Yes
E0364,Amit Reddy,150.0,Female,Marketing,100.0,Bachelor,4856.8,9.81,Data Analyst,2005-01-26,Mumbai,Maharashtra,India,3.0,Yes,400.0,24,No
E0558,Karan Nair,150.0,Male,Support,,High School,4216.48,5.39,Data Analyst,2005-03-17,Sydney,NSW,Australia,2.0,Yes,28.0,2,No
E0275,Pooja Reddy,40.0,Female,Admin,21.5,Bachelor,4274.32,7.77,HR Executive,2017-07-14,Mumbai,Maharashtra,India,,Yes,30.0,7,No
E0834,Vikas Patel,45.0,Female,Marketing,11.7,Master,6141.23,14.84,Software Engineer,2015-12-02,San Francisco,California,USA,2.0,,400.0,15,Yes
E0252,Sunil Khan,29.0,Female,Marketing,100.0,Bachelor,3101.2,23.16,Software Engineer,2020-03-17,Delhi,Delhi,India,4.0,,400.0,6,No
E0070,Ravi Verma,150.0,Female,IT,,Master,6030.1,29.26,Manager,2019-04-18,Bangalore,Karnataka,India,4.0,Yes,,19,No
E0292,Anjali Verma,22.0,Male,Marketing,-3.0,High School,4933.75,18.97,HR Executive,2015-02-22,San Francisco,California,USA,2.0,No,53.0,25,Yes
E0132,Vikas Gupta,150.0,Female,Sales,100.0,High School,588710.42,7.65,Software Engineer,2008-03-15,San Francisco,California,USA,4.0,Yes,44.0,29,No
E0301,A. Chopra,,Female,Admin,,Bachelor,4213.32,10.14,Software Engineer,2007-07-23,Sydney,NSW,Australia,1.0,No,400.0,23,Yes
E1001,Sunil Singh,47.0,Female,Support,,Bachelor,3279.23,7.93,Sales Associate,2018-04-06,Delhi,Delhi,India,1.0,No,400.0,26,Yes
E0327,R. Gupta,150.0,Male,HR,2.1,High School,6520.83,13.93,Sales Associate,2015-01-15,New York,New York,USA,4.0,,400.0,9,Yes
E0145,Jyoti Reddy,43.0,Female,IT,,Bachelor,6435.08,17.51,HR Executive,2015-06-15,Bangalore,Karnataka,India,1.0,Yes,,4,Yes
E0500,Amit Khan,150.0,Female,HR,-3.0,Master,7048.13,12.96,Data Analyst,2021-02-05,Delhi,Delhi,India,3.0,No,,17,Yes
E0768,Priya Reddy,150.0,Male,Admin,100.0,High School,4232.06,11.25,HR Executive,2005-01-20,New York,New York,USA,,No,56.0,13,No
E0992,N. Das,-5.0,Female,Finance,19.9,Master,6822.73,10.53,HR Executive,2023-03-12,Bangalore,Karnataka,India,1.0,Yes,400.0,8,No
E0496,Ravi Sharma,51.0,Male,IT,14.7,PhD,2163.27,1.2,Manager,2015-06-13,Sydney,NSW,Australia,3.0,No,39.0,13,No
E0339,Neha Nair,150.0,Male,Support,100.0,Master,5395.82,6.74,HR Executive,2023-04-01,Sydney,NSW,Australia,5.0,,,8,Yes
E0803,Ravi Patel,,Female,Marketing,,PhD,6659.46,14.06,HR Executive,2021-08-23,New York,New York,USA,2.0,No,,7,No
E0165,Sunil Reddy,150.0,Male,Admin,-3.0,High School,3277.43,17.62,Data Analyst,2013-06-27,Delhi,Delhi,India,4.0,,59.0,22,Yes
E0029,Rina Verma,24.0,Other,Marketing,,PhD,3996.49,14.58,Data Analyst,2008-12-25,Sydney,NSW,Australia,,,51.0,26,Yes
E0517,Pooja Patel,150.0,Male,Sales,13.8,PhD,596309.32,9.5,Sales Associate,2019-01-12,San Francisco,California,USA,4.0,,400.0,1,Yes
E0194,Vivek Gupta,,Male,Support,100.0,High School,5676.99,7.92,Sales Associate,2019-08-02,London,England,UK,,Yes,,3,Yes
E0772,Ravi Chopra,150.0,Female,Support,100.0,PhD,,12.11,Data Analyst,2016-12-24,London,England,UK,4.0,Yes,400.0,25,No
E0170,Amit Chopra,150.0,Male,Support,-3.0,PhD,5097.04,5.85,Data Analyst,2022-03-10,London,England,UK,2.0,,,26,Yes
E0598,P. Das,-5.0,Male,Finance,-3.0,Bachelor,4679.73,13.36,Data Analyst,2016-08-15,Delhi,Delhi,India,,Yes,,28,Yes
E0174,Rina Reddy,61.0,Female,Finance,-3.0,Master,1661.19,12.72,Manager,2010-02-27,Sydney,NSW,Australia,3.0,No,,20,No
E0519,Pooja Reddy,-5.0,Male,HR,100.0,PhD,,14.57,Data Analyst,2008-11-04,Bangalore,Karnataka,India,,No,20.0,25,Yes
E0678,Vivek Khan,-5.0,Male,Sales,,High School,5952.72,12.53,Software Engineer,2018-02-12,London,England,UK,2.0,No,400.0,18,Yes
E0591,Neha Chopra,,Female,HR,10.2,PhD,8390.1,6.89,Data Analyst,2019-06-24,Mumbai,Maharashtra,India,2.0,No,,30,Yes
E0492,Jyoti Chopra,-5.0,Male,Finance,,PhD,3430.2,13.24,Manager,2008-10-13,San Francisco,California,USA,5.0,No,,27,Yes
E0074,Ravi Chopra,,Female,IT,-3.0,Bachelor,,0.66,Sales Associate,2018-03-22,Delhi,Delhi,India,5.0,No,,18,Yes
E0818,Anjali Patel,,Male,Support,-3.0,High School,4865.64,6.42,HR Executive,2008-11-16,Delhi,Delhi,India,4.0,,13.0,15,Yes
E0235,Deepak Reddy,29.0,Female,HR,-3.0,Master,2183.08,2.22,HR Executive,2011-09-22,Sydney,NSW,Australia,5.0,Yes,400.0,11,No
E0215,Rina Singh,,Other,Marketing,8.7,Master,1993.71,8.77,Sales Associate,2014-06-04,New York,New York,USA,3.0,,,9,No
E1037,Vikas Patel,56.0,Female,HR,-3.0,High School,1260.37,4.19,HR Executive,2016-12-18,Mumbai,Maharashtra,India,,No,,26,Yes
E0133,R. Singh,-5.0,Male,Support,-3.0,High School,7707.74,9.43,Data Analyst,2018-11-03,Delhi,Delhi,India,1.0,Yes,30.0,5,Yes
E0615,Vivek Chopra,150.0,Female,IT,,Master,5185.69,10.8,Software Engineer,2021-06-16,Bangalore,Karnataka,India,1.0,No,1.0,13,No
E0787,Priya Verma,,Female,IT,,Bachelor,5817.31,4.85,Data Analyst,2021-10-08,Bangalore,Karnataka,India,,,400.0,21,Yes
E0186,Vivek Nair,150.0,Mlae,IT,7.9,PhD,4024.79,7.84,Data Analyst,2023-03-24,Sydney,NSW,Australia,1.0,No,,20,No
E0042,Karan Verma,150.0,Female,HR,,Master,6173.71,20.95,Manager,2014-10-19,San Francisco,California,USA,4.0,Yes,,16,No
E0109,N. Das,150.0,Male,Marketing,,Master,2571.62,15.79,Data Analyst,2020-09-21,New York,New York,USA,3.0,No,400.0,24,No
